"","display_id","site_name","primary_agency_type","address","web_url","apa_accred","number_of_slots","high_stipend","appi_intervention_hours","appi_assess_hours","chance_of_interview","chance_of_intership"
"7777",628,"VA St. Louis Internship","Veterans Affairs Medical Center","VA St. Louis HCSPsychology Service-116/JB1 Jefferson Barracks Drive St. Louis, Missouri 63125-4199","http://www.stlouis.va.gov/careers/STL_VA_Health_Care_System_Psychology_Training_Programs.asp","Accredited",6,23974,300,50,0.39,0.13
"7789",606,"VA Texas Valley Coastal Bend Health Care System Pre-Doctoral Internship Program","Veterans Affairs Medical Center","VA Health Care Center at Harlingen2601 Veterans DriveHarlingen, Texas 78550","","Accredited",3,23974,1000,0,0.35,0.17
"7801",432,"VA West Los Angeles Healthcare Center","Veterans Affairs Medical Center","Building 401, Room A24111301 Wilshire BoulevardLos Angeles, California 90073-1003","http://www.psychologytraining.va.gov/","Accredited",8,26807,400,100,0.38,0.12
"7813",453,"VA Western New York Healthcare System","Veterans Affairs Medical Center","3495 Bailey Avenue Buffalo, New York 14215-1129","http://www.buffalo.va.gov/psychintern/index.asp","Accredited",5,24566,400,100,0.3,0.09
"7825",264,"VAMC Chillicothe","Veterans Affairs Medical Center","17273 State Route 104116A2Chillicothe, Ohio 45601-9718","http://www.chillicothe.va.gov/","Accredited",5,24896,450,50,0.71,0.1
"7837",659,"Vancouver Coastal Health Authority","State/County/Other Public Hospital","Vancouver General Hospital, Doctors Residence2775 Heather St., #428Vancouver, British Columbia V5Z 1M9","http://careers.vch.ca/psychology-residents/","Not Accredited",4,32651,0,0,0.38,0.13
"7849",311,"Vanderbilt -VA  Internship Consortium","Consortium","Vanderbilt Psychiatric Hospital1601 23rd Ave SRoom 3050A Nashville, Tennessee 37212","https://medschool.vanderbilt.edu/vu-vapsychinternship/","Accredited",12,25000,400,150,0.37,0.11
"7861",149,"Veterans Affairs Medical Center","Veterans Affairs Medical Center","VAMC (116A)215 N. Main StreetWhite River Junction, Vermont 05009-0001","http://www.psychologytraining.va.gov/whiteriver/","Accredited",3,23974,500,0,0.54,0.08
"7873",665,"Veterans Affairs Medical Center Hampton Virginia","Veterans Affairs Medical Center","100 Emancipation Drive Hampton, Virginia 23667","http://www.hampton.va.gov/services/psychology.asp","Accredited",5,23974,0,0,0.3,0.11
"7885",560,"Veterans Affairs New Jersey Health Care System","Veterans Affairs Medical Center","151 Knollcroft Road, Bldg 143 (116A) Lyons, New Jersey 07939","http://www.newjersey.va.gov/docs/njpsychintern.pdf","Accredited",8,27031,500,50,0.41,0.17
"7897",134,"Veterans Affairs NY Harbor Health Care System-Manhattan Campus","Veterans Affairs Medical Center","423 East 23rd Street11MNew York, New York 10010-5050","http://www.nyharbor.va.gov/docs/nypsychintern.pdf","Accredited",6,27132,0,0,0.36,0.14
"7909",1647,"Veterans Healthcare System of the Ozarks","Veterans Affairs Medical Center","1100 N College AveBldg 44Fayetteville, Arkansas 72703","http://www.fayettevillear.va.gov/careers/psychintern.asp","Not Accredited",3,23974,0,0,0,0
"7921",58,"Virginia Beach City Public Schools","School District","Laskin Road Annex1413 Laskin RoadVirginia Beach, Virginia 23451","http://www.vbschools.com/psychinternship.html","Accredited",6,23660,200,100,0.26,0.17
"7933",689,"Virginia Commonwealth University","University Counseling Center","P.O. Box 842525907 Floyd Avenue Room 238Richmond, Virginia 23284-2525","http://www.students.vcu.edu/counseling/","Accredited",4,25160,0,0,0.46,0.09
"7945",218,"Virginia Tech","University Counseling Center","895 Washington Street, SW240 McComas HallBlacksburg, Virginia 24061-0108","http://www.ucc.vt.edu","Accredited",3,26000,0,0,0.28,0.11
"7957",414,"Virginia Treatment Center for Children","Child/Adolescent Psychiatric or Pediatrics","VTCC MCV P.O. Box 980489 Richmond, Virginia 23298-0489","http://psych.vcu.edu/education/other-educational-programs.aspx","Accredited",4,24000,0,0,0.26,0.16
"7969",258,"Visiting Mental Health","Private Outpatient Clinic","1848 SE 1st Ave Fort Lauderdale, Florida 33316","http://www.VisitingMentalHealth.com","Not Accredited",6,19500,500,100,0.42,0.24
"7981",511,"Waianae Coast Comprehensive Health Center","Community Health Center","86-260 Farrington Highway Waianae, Hawaii 96792","http://www.wcchc.com","Accredited",5,23000,500,75,0.23,0.18
"7993",890,"Walla Walla Spokane VAMC Joint Psychology Internship","Veterans Affairs Medical Center","Spokane VAMC 4815 N. Assembly Ave. Spokane, Washington 99205","http://www.wallawalla.va.gov/services/bh/Psychology_Internship.asp","Accredited",4,25580,400,100,0.55,0.13
"8005",401,"Wasatch Mental Health","Community Mental Health Center","750 N. Freedom Blvd. Provo , Utah 84601","http://www.wasatch.org","Accredited",6,22172,250,100,0.23,0.25
"8017",237,"Washburn Center for Children","Community Mental Health Center","1100 Glenwood Ave. Minneapolis, Minnesota 55405","http://www.washburn.org","Accredited",3,20500,250,200,0.27,0.15
"8029",138,"Washington State University","University Counseling Center","Washington Building #302 PO Box6423331125 SE Washington Street Pullman, Washington 99164-2333","http://counsel.wsu.edu","Accredited",4,27444.12,350,0,0.48,0.09
"8041",213,"WellSpan Behavioral Health","Private General Hospital","1600 South George StreetYork , Pennsylvania 17403","http://www.wellspan.org/clinpsychintern","Accredited",18,25000,450,50,0.25,0.24
"8053",837,"West Palm Beach Veteran Affairs Medical Center","Veterans Affairs Medical Center","7305 N. Military Trail West Palm Beach, Florida 33410","http://www.westpalmbeach.va.gov/WESTPALMBEACH/careers/Psychology_Training.asp","Accredited",4,25366,500,150,0.27,0.13
"8065",835,"West Virginia University","University Counseling Center","P.O. Box 6422West Virginia UniversityMorgantown, West Virginia 26506-6422","http://www.well.wvu.edu/ccpps/training_programs","Accredited",3,27500,400,50,0.43,0.1
"8077",568,"West Virginia University Health Sciences Center, Charleston","Medical School","WVU RCB Clinical Teaching Center3200 MacCorkle Ave SECharleston, West Virginia 25304","http://www.hsc.wvu.edu/charleston","Accredited",3,28600,0,0,0.13,0.22
"8089",586,"West Virginia University School of Medicine, Morgantown","Academic Health Center","930 Chestnut Ridge Road Morgantown, West Virginia 26505-2854","http://medicine.hsc.wvu.edu/bmed/education/psychology-internship-training-program/","Accredited",2,27000,0,0,0.23,0.11
"8101",820,"Westchester Jewish Community Services","Community Mental Health Center","Colleen Porrazzo -- Internship Application Coordinator845 North BroadwayWhite Plains, New York 10603","http://www.wjcs.com","Accredited",4,20000,0,0,0.21,0.17
"8113",580,"WestCoast Children's Clinic","Community Mental Health Center","3301 East 12th Street, Suite 259 Oakland, California 94601","http://westcoastcc.org","Accredited",6,26200,0,0,0.2,0.17
"8125",319,"Western Carolina University","University Counseling Center","225 Bird Building 2nd Floor Cullowhee, North Carolina 28723","http://caps.wcu.edu","Not Accredited",3,25000,400,20,0.57,0.08
"8137",137,"Western Kentucky Psychology Internship Consortium","Consortium","Western State Hospital2400 Russellville RoadDepartment of Psychology Hopkinsville, Kentucky 42240","http://www.wkpic.org","Accredited",3,23670,400,100,0.53,0.17
"8149",757,"Western Psychiatric Institute and Clinic","Medical School","3811 O'Hara Street Pittsburgh, Pennsylvania 15213-2593","http://psychiatry.pitt.edu/education/psychintern","Accredited",5,24000,0,0,0.17,0.21
"8161",355,"Western Psychological and Counseling Services","Private Outpatient Clinic","Plaza 125 Building J 12636 SE Stark Portland, Oregon 97233","http://www.westernpsych.com","Not Accredited",2,24000,400,0,0.28,0.11
"8173",673,"Western State Hospital","State/County/Other Public Hospital","9601 Steilacoom Boulevard SW Tacoma, Washington 98498-7213","https://www.dshs.wa.gov/bhsia/division-state-hospitals/western-state-hospital-internship-program","Accredited",4,27500,300,100,0.36,0.1
"8185",675,"Western Washington University","University Counseling Center","516 High Street, Old Main 540Bellingham, Washington 98225-9052","http://www.wwu.edu/counseling/predoctoral-internship.shtml","Not Accredited",4,24960,400,0,0.57,0.15
"8197",436,"Western Youth Services","Community Mental Health Center","23461 South Pointe Drive, Suite 220 Laguna Hills, California 92653","http://www.westernyouthservices.org","Accredited",6,27500,600,100,0.33,0.14
"8209",64,"Wichita Collaborative Psychology Internship Program","Consortium","1845 Fairmount St., Box 91Wichita State UniversityWichita, Kansas 67260-0091","http://www.wcpip.org","Accredited",8,24000,300,75,0.57,0.1
"8221",402,"Wilford Hall Ambulatory Surgical Center","Armed Forces Medical Center","59 MHS/SGOWV2200 Bergquist Drive, Suite 1JBSA Lackland, Texas 78236-9908","http://www.facebook.com/pages/Wilford-Hall-USAF-Psychology-Internship/156619957713319","Accredited",11,69899.76,500,0,1.02,0.21
"8233",851,"Will County Health Department","Community Mental Health Center","501 Ella Avenue Joliet, Illinois 60433","http://www.willcountyhealth.org","Not Accredited",4,18000,450,60,0.59,0.23
"8245",1397,"Wilmington VAMC","Veterans Affairs Medical Center","1601 Kirkwood HighwayBehavioral Health Clinic, 3rd FloorWilmington, Delaware 19805","http://www.wilmington.va.gov/careers/Psychology_Internship_Training.asp","Not Accredited",2,25576,500,100,0,Inf
"8257",555,"Wisconsin Department of Corrections","Prison or Other Correctional Facility","3099 E. Washington AveP.O. Box 7925Madison, Wisconsin 53707-7925","http://doc.wi.gov/employment/employment-opportunities/internships","Accredited",10,30000,500,100,0.39,0.21
"8269",775,"WJB Dorn VAMC","Veterans Affairs Medical Center","6439 Garners Ferry Rd. Mental Health Department (116)Columbia, South Carolina 29209","http://www.columbiasc.va.gov/","Accredited",3,24000,400,150,0.41,0.17
"8281",244,"Woodhull Medical Center","State/County/Other Public Hospital","760 Broadway Brooklyn, New York 11206","http://www.nyspa.org/docs/students/internships/Internship-Woodhull.pdf","Accredited",4,29213,350,50,0.21,0.09
"8293",503,"Yale University","Medical School","PO Box 207900230 S. Frontage RoadNew Haven, Connecticut 06520-7900","http://www.info.med.yale.edu/chldstdy/psychology","Accredited",4,28800,0,0,0.24,0.12
"8305",639,"Yale University School of Medicine","Medical School","300 George StreetSuite 901New Haven, Connecticut 06511","http://www.psychologytraining.yale.edu","Accredited",17,30900,0,0,0.38,0.15
"8317",195,"Youth Consultation Service","Private Outpatient Clinic","60 Evergreen Place, 10th FloorYCS Institute for Infant & Preschool Mental HealthDr. Helen May Strauss Clinics East Orange, New Jersey 07018","http://www.ycs.org","Not Accredited",5,23575,500,40,0.37,0.16
"8329",433,"Youth Opportunity Center","Other","3700 West Kilgore Avenue Muncie, Indiana 47304-4879","http://www.yocinc.org","Accredited",3,24000,400,0,0.48,0.12
"8341",309,"Youth Services Department, Palm Beach County (formerly Youth Affairs Division)","Other","100 Australian AvenueSuite 210West Palm Beach, Florida 33406","http://www.pbcgov.com/youthservices/counseling","Not Accredited",2,23000,600,100,0.48,0.12
